INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('242565116', 'Thurston', 'Tumwater', 'WA', '98512', '2019', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '220', '0', '22', 'PUGET SOUND ENERGY INC', '53067010910', '-122.9131017', '47.0135926')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('238044754', 'King', 'Issaquah', 'WA', '98029', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '5', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032220', '-121.999595', '47.547635')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('240443115', 'King', 'Seattle', 'WA', '98199', '2023', 'KIA', 'NIRO', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033005803', '-122.394185', '47.639195')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('319665335', 'King', 'Bellevue', 'WA', '98004', '2018', 'BMW', 'I3', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '97', '0', '48', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033024001', '-122.201905', '47.61385')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('224554543', 'Pierce', 'Gig Harbor', 'WA', '98332', '2023', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '26', 'BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY', '53053072506', '-122.589645', '47.342345')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('185413168', 'King', 'Redmond', 'WA', '98052', '2018', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '151', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032330', '-122.12302', '47.67668')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('477837741', 'King', 'Issaquah', 'WA', '98027', '2019', 'BMW', 'I8', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '17', '0', '5', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032104', '-122.03644', '47.53374')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('223668819', 'Whatcom', 'Lynden', 'WA', '98264', '2013', 'FORD', 'FUSION', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '19', '0', '42', 'PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY', '53073010301', '-122.4584536', '48.9461196')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('198609876', 'King', 'Renton', 'WA', '98059', '2015', 'PORSCHE', 'PANAMERA', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '15', '0', '11', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033025101', '-122.15734', '47.487175')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('286509128', 'King', 'Maple Valley', 'WA', '98038', '2014', 'TOYOTA', 'PRIUS PLUG-IN', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '6', '0', '5', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033031604', '-122.05191', '47.357985')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('151431759', 'Snohomish', 'Everett', 'WA', '98208', '2018', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '215', '0', '1', 'PUGET SOUND ENERGY INC', '53061052114', '-122.2247757', '47.9156409')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('154065306', 'King', 'Auburn', 'WA', '98001', '2020', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '322', '0', '47', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033029806', '-122.2849393', '47.3384055')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('179476797', 'King', 'Issaquah', 'WA', '98027', '2017', 'TESLA', 'MODEL X', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '200', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033025006', '-122.03644', '47.53374')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('102215333', 'Clark', 'Brush Prairie', 'WA', '98606', '2011', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '73', '0', '17', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011040715', '-122.550765', '45.73365')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('221485932', 'King', 'Issaquah', 'WA', '98027', '2022', 'RIVIAN', 'R1S', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '5', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032103', '-122.03644', '47.53374')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('151266090', 'King', 'Seattle', 'WA', '98105', '2021', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033004301', '-122.319115', '47.66132')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('4588531', 'Kittitas', 'Ronald', 'WA', '98940', '2020', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '322', '0', '13', 'PUGET SOUND ENERGY INC', '53037975101', '-121.0551802', '47.2555714')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('236247700', 'Snohomish', 'Bothell', 'WA', '98012', '2023', 'BMW', 'IX', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '1', 'PUGET SOUND ENERGY INC', '53061052009', '-122.1873', '47.820245')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('179161398', 'Snohomish', 'Marysville', 'WA', '98270', '2014', 'CADILLAC', 'ELR', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '37', '0', '38', 'PUGET SOUND ENERGY INC', '53061052104', '-122.17673', '48.05542')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('151216243', 'King', 'Seattle', 'WA', '98106', '2020', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '291', '0', '34', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033026500', '-122.356145', '47.52104')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('478400898', 'King', 'Seattle', 'WA', '98107', '2017', 'CHEVROLET', 'BOLT EV', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '238', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033004703', '-122.37815', '47.66866')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('236276358', 'King', 'Seattle', 'WA', '98177', '2023', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033001600', '-122.382425', '47.77279')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('218075315', 'King', 'Seattle', 'WA', '98125', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033000201', '-122.296385', '47.71558')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('239669657', 'Cowlitz', 'Longview', 'WA', '98632', '2023', 'JEEP', 'WRANGLER', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '21', '0', '19', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY', '53015000802', '-122.943095', '46.136035')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('239922805', 'Pierce', 'Gig Harbor', 'WA', '98335', '2023', 'KIA', 'NIRO', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '33', '0', '26', 'BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY', '53053072507', '-122.5835454', '47.3234488')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('229919301', 'King', 'Woodinville', 'WA', '98072', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033021906', '-122.151665', '47.75855')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('228411732', 'Pierce', 'Lake Tapps', 'WA', '98391', '2023', 'KIA', 'NIRO', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '31', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53053070314', '-122.183805', '47.18062')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('230940160', 'King', 'Seatac', 'WA', '98148', '2023', 'CHEVROLET', 'BOLT EV', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033028500', '-122.32806', '47.46155')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('208215360', 'King', 'Redmond', 'WA', '98053', '2021', 'AUDI', 'E-TRON', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032333', '-122.0222', '47.69557')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('476462444', 'Kitsap', 'Bainbridge Island', 'WA', '98110', '2018', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '215', '0', '23', 'PUGET SOUND ENERGY INC', '53035090700', '-122.5235781', '47.6293323')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('205885130', 'King', 'Shoreline', 'WA', '98155', '2022', 'KIA', 'NIRO', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '32', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033020500', '-122.3175', '47.7578146')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('224399311', 'Pierce', 'Graham', 'WA', '98338', '2023', 'TESLA', 'MODEL S', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '2', 'BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY', '53053073118', '-122.2953401', '47.0763961')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('154359397', 'King', 'Shoreline', 'WA', '98177', '2021', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '32', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033020200', '-122.382425', '47.77279')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('192244594', 'Kitsap', 'Port Orchard', 'WA', '98366', '2022', 'KIA', 'NIRO', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '26', 'PUGET SOUND ENERGY INC', '53035092600', '-122.639265', '47.5373')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('198565839', 'King', 'Tukwila', 'WA', '98168', '2017', 'MERCEDES-BENZ', 'GLE-CLASS', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '10', '0', '11', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033027100', '-122.28646', '47.47613')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('113278441', 'King', 'Seattle', 'WA', '98116', '2018', 'BMW', 'X5', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '13', '0', '34', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033009600', '-122.38816', '47.56567')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('303336715', 'King', 'Kirkland', 'WA', '98034', '2019', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '220', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033021904', '-122.209285', '47.71124')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('205616127', 'King', 'Seattle', 'WA', '98199', '2022', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033005600', '-122.394185', '47.639195')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('185880873', 'King', 'Seattle', 'WA', '98101', '2022', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '43', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033008200', '-122.335345', '47.61079')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('112199692', 'Snohomish', 'Bothell', 'WA', '98021', '2020', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '266', '0', '1', 'PUGET SOUND ENERGY INC', '53061051926', '-122.179458', '47.802589')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('224391289', 'Pierce', 'South Hill', 'WA', '98373', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '25', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53053071307', '-122.2987976', '47.13795')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('238029123', 'Thurston', 'Yelm', 'WA', '98597', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '2', 'PUGET SOUND ENERGY INC', '53067012412', '-122.61023', '46.94126')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('221525244', 'King', 'Kent', 'WA', '98030', '2022', 'FORD', 'MUSTANG MACH-E', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033029203', '-122.199755', '47.37483')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('216218719', 'Pierce', 'Puyallup', 'WA', '98371', '2014', 'FORD', 'FOCUS', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '76', '0', '25', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53053073404', '-122.299155', '47.19178')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('228332982', 'Thurston', 'Yelm', 'WA', '98597', '2022', 'RIVIAN', 'R1T', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '2', 'PUGET SOUND ENERGY INC', '53067012532', '-122.61023', '46.94126')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('141897220', 'King', 'Auburn', 'WA', '98002', '2021', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '47', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033030504', '-122.222855', '47.305065')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('106278588', 'King', 'Seattle', 'WA', '98103', '2016', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '84', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033003500', '-122.34301', '47.659185')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('148958365', 'King', 'Woodinville', 'WA', '98072', '2021', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033021802', '-122.151665', '47.75855')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('280821075', 'King', 'Renton', 'WA', '98057', '2018', 'KIA', 'NIRO', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '26', '0', '37', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033026003', '-122.21024', '47.4797047')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('220324142', 'Skagit', 'Burlington', 'WA', '98233', '2022', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '40', 'PUGET SOUND ENERGY INC', '53057951700', '-122.33079', '48.474765')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('475086846', 'King', 'Seattle', 'WA', '98117', '2015', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '84', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033001500', '-122.37276', '47.689685')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('208533090', 'King', 'Kent', 'WA', '98032', '2022', 'RIVIAN', 'EDV', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033029206', '-122.235475', '47.3809')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('148183514', 'King', 'Lake Forest Park', 'WA', '98155', '2021', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033021500', '-122.3175', '47.7578146')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('3410354', 'King', 'Kent', 'WA', '98030', '2019', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '220', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033029203', '-122.199755', '47.37483')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('219739355', 'King', 'Sammamish', 'WA', '98075', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032224', '-122.03309', '47.58153')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('166228926', 'Thurston', 'Olympia', 'WA', '98512', '2017', 'TOYOTA', 'PRIUS PRIME', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '25', '0', '35', 'PUGET SOUND ENERGY INC', '53067011901', '-122.9131017', '47.0135926')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('227273735', 'King', 'Clyde Hill', 'WA', '98004', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '48', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033024100', '-122.201905', '47.61385')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('228830073', 'Whatcom', 'Bellingham', 'WA', '98225', '2015', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '84', '0', '40', 'PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY', '53073001000', '-122.486115', '48.761615')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('112491774', 'King', 'Seattle', 'WA', '98105', '2020', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '291', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033004101', '-122.319115', '47.66132')
